,lam_2
0.6285000000000001,0.7301763892087696
0.62925,0.703379310087633
0.63,0.7352324464713031
0.63075,0.711553837419559
0.6315000000000001,0.7193130585359486
0.63225,0.7218885133589134
0.633,0.7385064678280615
0.63375,0.7328127272902593
0.6345000000000001,0.7358319380635496
0.63525,0.7353207355042589
0.636,0.7376652881045095
0.63675,0.7247722059348586
0.6375000000000001,0.7096605421314768
0.63825,0.7178929256330644
0.639,0.708182753560828
0.63975,0.7170358098281787
0.6405,0.7399431394562719
0.64125,0.7489951895089553
0.642,0.728156530641179
0.64275,0.7273517104520594
0.6435,0.720722696676565
0.64425,0.6994917947491758
0.645,0.7027831319535013
0.64575,0.7015227917761434
0.6465,0.7347348098301956
0.64725,0.7428533998339236
0.648,0.7023783868608815
0.64875,0.7218473595848361
0.6495,0.7579116414185966
0.65025,0.7643226000973112
0.651,0.7596792288900678
0.65175,0.7677001005116351
0.6525,0.7646186819633786
0.65325,0.7599809984869282
0.654,0.7497705543073818
0.65475,0.7147223140717432
0.6555,0.758591502378863
0.65625,0.7446292887916537
0.657,0.7417068458576997
0.6577500000000001,0.7369766547349645
0.6585,0.7684326803858179
0.65925,0.7547407984487203
0.66,0.7690099108046686
0.6607500000000001,0.7595904479531244
0.6615,0.7244732886190195
0.66225,0.747982000904449
0.663,0.7451583593554825
0.6637500000000001,0.7103285377508455
0.6645,0.7476469205536568
0.66525,0.7031871506458877
0.666,0.706654738028175
0.6667500000000001,0.7168473095988313
0.6675,0.6992558049112192
0.66825,0.7379133759241675
0.669,0.7410610639057505
0.6697500000000001,0.7218938039253594
0.6705,0.7216215651274493
0.67125,0.7499682698530985
0.672,0.7309050414587385
0.67275,0.7225491113152172
0.6735,0.7170918268892544
0.67425,0.7300397312166133
0.675,0.7209068100831224
0.67575,0.7178451438803357
0.6765,0.701496603225269
0.67725,0.7153289876597676
0.678,0.719281186470099
0.67875,0.723724714080567
0.6795,0.7313410793086529
0.68025,0.7460571492080404
0.681,0.7246664950426746
0.68175,0.7445104359786745
0.6825,0.7259664478787554
0.68325,0.728617835575866
0.684,0.7249049143639071
0.68475,0.7378462215030268
0.6855,0.7246903372681031
0.68625,0.7546051506994611
0.687,0.7416355603323859
0.68775,0.7172899105835558
0.6885,0.7041151771375616
0.68925,0.7252899927536715
0.6900000000000001,0.7336014945820928
0.69075,0.7317023119064977
0.6915,0.7068609897646654
0.69225,0.7211744979405387
0.6930000000000001,0.7141525086504101
0.69375,0.7093707120768845
0.6945,0.7100604033198102
0.69525,0.7166673592500019
0.6960000000000001,0.7076073508043279
0.69675,0.6935301429952244
0.6975,0.706290059023131
0.69825,0.6953892825897762
0.6990000000000001,0.7244687012198562
0.69975,0.7262577687144174
0.7005,0.7334818576109029
0.70125,0.7141944778248659
0.7020000000000001,0.7385607912423984
0.70275,0.7214456286145983
0.7035,0.7419640404209844
0.70425,0.7304847347198936
0.705,0.7111863240317806
0.70575,0.7359136168863162
0.7065,0.7073129142556026
0.70725,0.7191570232966503
0.708,0.7295758083585856
0.70875,0.7292580805599266
0.7095,0.7222986755254546
0.71025,0.7249648531103405
0.711,0.7009209167713104
0.71175,0.7104460268852909
0.7125,0.7086526814844804
0.71325,0.7078348508131708
0.714,0.7354891990114284
0.71475,0.736787904136346
0.7155,0.7284486618086295
0.71625,0.7469487942286593
0.717,0.7462115617620607
0.71775,0.7213150866082253
0.7185,0.7319427886329197
0.7192500000000001,0.7128343833521171
0.72,0.7194296435858886
0.72075,0.7063965248410483
0.7215,0.7231946451078178
0.7222500000000001,0.7320789548036634
0.723,0.7313449141133168
0.72375,0.7162667020283131
0.7245,0.7212111512502868
0.7252500000000001,0.7436962129454833
0.726,0.7095511068165721
0.72675,0.7404242278276643
0.7275,0.7150055020159879
0.7282500000000001,0.7313690760352913
0.729,0.7254183464714152
0.72975,0.73014208885478
0.7305,0.7209428979656137
0.7312500000000001,0.7166827629819098
0.732,0.7274018904706828
0.73275,0.7208867417458699
0.7335,0.730911994609897
0.7342500000000001,0.7232926153629013
0.735,0.7139945710372194
0.73575,0.7256958895055288
